LimitExceeded,StepsCount,CaloriesConsumed,RoadTravelTime,PhoneCallTime,MaximumTemprature,Age,Weight
No,5815,1905,2,3,10,37,77
No,7673,2436,3,2,40,36,76
No,3495,2536,4,3,36,48,72
No,5128,2035,4,3,20,42,66
No,7883,2692,3,2,31,43,73
No,7010,2027,3,3,31,49,67
No,9006,2444,3,3,36,39,82
No,7877,2509,6,3,25,41,64
No,3552,2496,3,2,26,44,67
No,6522,2526,4,3,13,32,76
No,6972,2519,3,3,16,36,86
No,8065,2571,3,3,27,50,89
No,5937,2471,3,3,27,45,62
No,6326,1883,2,3,29,43,107
No,6498,2330,3,4,16,44,71
No,8007,2439,2,2,11,45,75
Yes,3228,2478,4,4,28,37,73
No,7588,2581,3,3,13,41,79
No,6207,1981,4,3,32,42,83
No,6569,1832,3,4,38,45,80
No,5686,2235,4,4,29,38,69
No,5897,2094,3,2,22,39,58
No,4122,2271,2,3,24,32,85
Yes,4998,3073,3,3,15,41,89
No,6711,2443,4,3,17,42,64
No,5414,2272,3,2,28,41,80
No,4877,2194,2,3,36,35,63
Yes,6024,2604,5,4,12,45,87
No,5375,2384,4,2,7,39,82
No,5897,2794,6,1,39,38,89
No,6520,2422,4,2,23,42,79
No,6081,2829,5,3,33,37,71
No,5570,2403,2,3,23,32,79
No,4676,2609,0,3,41,39,78
No,4299,2025,4,2,39,28,59
No,6817,3140,3,3,31,46,74
No,3499,2074,3,4,31,45,81
No,7720,2217,4,4,34,35,67
No,7211,2446,2,3,19,35,60
Yes,4369,2212,4,2,16,41,81
No,7062,2487,4,3,39,40,86
No,9104,2034,3,3,29,52,82
No,4129,1949,4,3,23,48,86
No,8274,2713,3,3,13,31,73
No,4816,2236,2,4,22,40,82
Yes,5992,2472,2,3,0,42,79
No,5686,2740,2,3,39,45,73
No,6657,2064,1,2,37,36,73
No,4448,2084,4,3,37,34,56
No,7946,2302,2,4,50,38,83
Yes,3744,3161,2,3,10,45,71
No,5743,2972,3,3,39,44,87
No,6162,2163,3,4,22,35,76
Yes,5437,2712,2,3,23,32,86
No,7141,1724,2,3,49,46,92
No,5514,2337,4,3,32,42,82
No,6455,2635,3,4,36,37,61
No,7325,2416,2,4,34,41,93
No,6352,2087,5,3,16,35,63
No,7538,2480,4,4,25,29,79
No,7670,2564,3,3,15,39,81
No,8172,2815,3,3,22,39,91
No,4065,2032,1,3,27,44,80
Yes,6677,2156,5,4,9,38,76
No,5697,1816,4,4,33,47,62
No,5608,2465,3,3,21,42,73
No,8085,2548,3,2,29,49,80
Yes,3962,2979,3,4,19,38,75
Yes,3609,1817,4,4,17,38,93
No,7332,2124,4,3,47,38,65
Yes,4607,2792,4,3,17,29,61
No,5009,2920,1,2,22,46,89
No,5194,2059,5,4,30,38,79
No,7724,1422,3,2,22,39,62
No,4926,2000,2,3,33,37,74
No,9626,2647,3,4,24,40,61
No,6182,2640,4,2,18,35,64
No,8535,2260,2,3,30,39,85
No,4161,2537,3,3,35,40,64
No,8474,2056,4,4,41,44,79
Yes,3452,2590,3,3,22,37,97
No,6454,2500,3,4,27,31,79
No,7192,2264,4,2,17,37,103
No,3251,2141,3,3,30,41,92
No,6559,2623,2,3,15,36,61
No,4489,2082,3,2,50,27,63
No,6285,2281,1,2,37,39,73
Yes,3169,2471,3,2,24,32,85
No,6466,2102,3,3,28,35,78
No,7660,2344,4,2,11,43,81
No,5286,2521,3,2,27,40,71
Yes,7045,3026,4,2,10,41,72
Yes,5266,2388,2,3,20,43,72
Yes,2030,2563,5,3,28,55,62
No,6011,2504,2,3,6,39,68
No,7609,2479,3,2,9,40,78
No,4558,1717,3,3,10,43,77
No,7192,2272,3,3,6,37,76
No,6585,1978,2,3,34,41,76
No,4629,1963,4,3,25,43,56
No,7486,2212,3,3,23,44,68
No,5000,2422,2,4,12,49,54
No,6923,1776,2,2,24,40,87
Yes,4913,2661,3,3,18,34,83
No,5814,2350,1,3,18,43,64
No,4213,2185,3,4,43,33,67
No,6037,2632,4,2,29,34,68
No,7284,1886,3,3,38,41,79
No,5739,2564,2,4,34,37,92
No,6559,2038,2,3,15,49,63
No,7113,2321,2,3,11,34,81
No,10040,2476,4,2,43,27,73
No,5556,2624,3,3,21,46,70
Yes,3033,2467,4,4,18,39,84
No,7256,2466,2,4,19,38,94
Yes,3641,2070,4,4,26,40,73
No,8415,2098,3,3,30,44,75
No,6155,1939,4,2,2,38,74
No,5585,1849,3,1,29,36,76
No,5829,2114,2,3,34,41,67
Yes,3618,2246,3,3,21,42,71
No,2611,1895,2,3,30,38,75
No,5023,2347,4,4,37,31,69
No,8647,1877,4,2,28,39,87
Yes,2565,2079,2,2,16,40,74
No,6077,2250,1,3,15,36,85
No,7160,2161,3,4,26,29,63
No,4833,2185,4,3,42,43,72
Yes,3129,2752,3,4,-3,49,87
No,6808,1956,4,3,26,42,60
No,5656,2572,5,3,19,35,69
Yes,2914,2398,3,3,13,45,68
No,6624,2857,2,4,30,42,72
No,8832,2056,4,3,28,48,77
No,4597,2451,4,2,37,53,83
No,6014,2816,4,3,25,35,50
No,10096,2354,2,3,12,39,57
No,5932,2214,2,4,18,43,57
No,5460,2681,3,4,33,37,58
No,6219,2171,4,2,29,43,72
No,5358,2711,3,3,19,44,83
No,6286,1930,3,4,14,45,77
No,6764,2897,3,4,32,34,84
No,5560,2491,5,4,37,41,57
No,4645,1925,1,3,21,41,61
No,6568,2367,5,2,14,48,71
No,6148,2086,4,3,22,49,95
No,6139,2114,2,2,29,40,79
No,6972,2211,3,3,26,41,76
No,6140,2500,3,3,37,45,73
Yes,5632,2698,4,3,14,46,77
No,5162,2340,4,3,33,40,76
No,5591,1976,4,1,21,49,89
No,5253,1800,1,3,28,44,64
No,9322,2639,2,3,16,35,75
No,4497,2412,4,3,46,40,75
No,7895,2160,2,3,20,43,81
No,6388,1640,4,3,36,43,76
No,6183,2113,3,5,32,42,76
Yes,4828,2792,3,3,18,50,76
No,6395,1786,3,3,40,40,84
No,6875,1922,2,3,28,38,80
No,6954,2695,4,4,28,36,81
No,7890,2021,3,3,29,35,69
No,5561,2295,3,3,31,42,73
No,5814,2131,5,3,24,42,81
No,6269,1950,3,3,34,37,76
No,5141,2760,3,4,24,37,75
No,6369,1417,2,3,31,45,83
No,9900,2409,3,5,38,46,78
No,7042,2007,4,2,20,43,89
No,4885,2566,4,2,35,45,48
No,8315,2615,4,3,23,41,60
No,6117,2170,2,2,22,47,76
No,6271,2066,3,3,11,29,75
Yes,2446,2545,4,3,22,41,73
No,2966,2102,3,2,29,35,74
No,7820,2584,5,3,15,38,63
No,5672,1900,3,3,22,34,74
No,7138,2199,3,3,19,46,70
No,4682,1914,3,3,24,39,78
No,5311,2807,2,3,25,38,76
No,4800,2329,4,3,27,42,82
Yes,5715,2561,3,2,2,42,61
No,6058,2070,4,3,27,43,45
Yes,4449,1939,3,4,14,44,78
No,8934,2143,4,4,34,47,79
No,6037,2133,3,3,36,36,89
No,6990,2553,3,2,10,41,78
No,6638,2639,3,3,34,38,66
No,5585,2094,1,3,27,35,97
No,4672,2622,4,3,19,41,62
No,6013,2289,4,3,17,42,79
No,6160,2558,3,2,30,49,78
No,6373,2361,3,3,32,42,78
No,7850,2577,2,3,30,39,56
No,6509,1905,4,4,30,37,80
No,6994,2656,3,4,32,37,66
No,7160,1554,2,3,12,34,77
No,9332,2563,3,2,4,43,81
No,6083,2711,3,3,30,47,75
No,5784,2242,3,4,39,40,78
Yes,8570,3022,3,3,14,48,73
No,5084,2499,3,3,43,46,84
No,7080,1568,4,4,28,36,85
No,4231,2013,3,2,38,40,78
Yes,4125,2187,4,3,5,38,78
No,8970,2467,4,2,30,33,79
No,7773,1756,3,5,21,45,50
Yes,3799,2443,4,4,29,42,82
No,7154,2306,3,3,23,39,70
No,7799,1968,2,3,26,32,83
No,6672,2716,2,3,21,42,69
No,6684,2492,3,4,30,38,60
No,4919,2626,3,3,32,35,95
No,7071,1933,3,2,23,48,79
No,7468,1958,2,3,32,38,83
No,7224,2159,4,4,14,35,85
No,5540,2432,4,3,32,36,78
No,5266,1987,3,3,23,36,57
No,4261,2226,3,3,23,36,60
No,7457,1856,3,4,23,39,59
No,6688,2317,4,2,20,45,73
No,5101,2066,4,3,19,35,59
Yes,4390,2092,5,3,4,44,72
No,6246,2654,3,3,20,42,70
No,4843,1949,3,3,14,51,74
No,8580,2255,3,4,48,54,68
No,9020,2290,2,4,22,40,86
No,7581,2386,5,3,19,37,71
No,5875,1903,3,4,26,35,76
No,8111,2669,4,2,22,42,64
No,5853,1887,4,4,38,40,94
No,7566,2500,3,3,24,35,73
No,5930,2059,2,4,18,43,57
No,6347,1676,4,3,27,41,79
No,5730,1955,3,2,29,38,82
No,4205,2684,4,3,17,28,78
No,6918,2620,2,2,33,41,68
No,7352,2852,3,3,25,43,78
No,6108,2004,2,3,19,38,59
No,4038,2028,3,3,19,48,74
No,8428,2467,2,3,21,35,80
No,8051,2117,3,3,27,43,78
No,8230,2466,4,3,24,35,86
Yes,4495,2659,4,2,11,45,87
No,7380,2310,4,3,35,50,63
No,6676,1957,4,3,43,42,56
No,6679,2471,4,3,14,31,69
No,7501,1826,3,3,23,37,79
No,7533,1899,3,3,35,38,85
No,6727,1733,3,3,33,37,63
Yes,3746,2950,6,4,33,44,66
No,6628,2076,4,3,16,38,71
No,6696,2610,2,3,21,44,82
No,6052,2491,4,2,25,45,81
No,6911,2100,5,3,31,44,74
Yes,3199,1963,2,3,16,49,75
No,5212,3107,5,3,28,35,61
No,5906,2281,3,2,32,34,83
No,6496,2109,3,3,18,42,81
No,5725,1998,4,4,25,38,91
No,3634,2046,4,2,26,34,65
No,4401,2131,4,3,26,41,62
No,8205,2634,3,3,21,33,80
No,7561,2032,5,3,36,42,74
No,6069,2186,2,3,18,34,74
No,6070,2266,2,3,36,36,68
No,5878,1806,3,2,29,41,101
No,5206,2464,4,3,32,35,90
No,5249,2286,4,3,38,46,79
No,5111,2363,4,3,35,37,63
Yes,5762,2820,4,3,16,40,64
Yes,3737,2205,3,3,13,36,66
No,5515,1768,3,3,24,34,66
No,6552,2111,4,3,47,38,58
No,5789,1940,3,3,32,36,97
No,5371,2968,4,3,37,46,72
No,6230,2637,2,4,26,32,87
No,6636,2197,3,3,40,34,61
No,4029,1906,3,4,44,37,66
Yes,3849,2256,3,4,25,44,80
No,6536,2124,4,2,23,44,66
No,5662,2326,3,4,31,42,72
No,8427,2586,4,1,21,39,76
No,5237,1830,2,3,32,32,80
No,7333,2496,3,3,20,39,80
No,7093,2032,4,3,18,39,78
No,3384,2260,2,4,35,36,69
No,4216,2187,4,3,33,46,76
No,5884,2102,4,3,13,42,63
Yes,6190,2389,6,4,18,48,85
No,8119,2095,1,2,38,39,65
No,6819,2427,2,3,17,40,76
Yes,3357,3125,4,3,25,42,75
No,8351,2424,3,3,37,40,65
No,4834,1859,2,3,2,29,58
No,6191,2131,2,3,36,39,68
No,7551,2280,2,3,33,38,79
No,6429,2537,4,3,26,44,72
No,4558,2211,3,5,39,25,68
No,6890,2727,4,4,25,37,69
No,5141,2436,2,3,18,36,63
No,5473,2276,3,3,43,39,77
No,6140,2620,3,3,17,46,71
No,6218,1784,2,3,35,42,81
No,7109,2377,4,3,51,38,77
No,8196,2273,2,3,25,39,87
No,7858,2454,3,3,33,42,67
No,7928,2385,3,4,25,40,75
No,6910,1906,2,4,40,41,79
No,4858,1852,3,3,18,44,81
No,8903,2139,2,3,23,40,69
No,7943,1887,3,2,8,42,63
Yes,4501,2155,4,4,18,40,64
No,7703,2055,2,3,28,39,58
No,8726,1698,3,3,22,44,73
Yes,5361,2453,3,2,8,40,69
No,6669,2415,2,2,19,44,87
No,6720,2304,2,3,26,25,41
No,6782,2227,2,5,23,32,59
No,5270,2101,3,3,28,37,63
No,6650,2451,3,3,11,38,55
No,10618,2516,4,3,32,38,65
No,8633,2212,4,3,21,34,86
No,5611,2858,3,4,17,34,75
No,4139,2507,2,4,26,39,84
Yes,4483,2640,2,4,24,49,80
No,7564,2311,3,3,33,41,67
No,3680,2505,2,2,36,42,86
No,6759,2188,3,4,37,35,79
Yes,5916,2124,4,3,7,38,67
No,8738,1747,4,4,21,35,80
Yes,2871,2214,3,3,24,42,99
No,7503,2122,3,3,17,40,85
No,4719,2333,4,3,13,37,65
No,6654,2517,3,3,33,37,81
No,6169,1547,5,3,10,45,81
Yes,5668,2839,3,4,11,36,69
No,5991,1855,1,2,36,38,69
No,5316,2338,2,3,33,44,81
No,6008,2629,4,4,27,37,66
No,7363,1560,4,3,26,43,90
Yes,4520,2973,4,3,11,39,77
No,8913,2048,3,3,24,40,57
No,6048,1706,0,3,11,43,84
Yes,8319,2286,3,4,5,45,83
Yes,2917,2419,4,4,16,44,78
No,5802,2576,2,2,16,45,72
No,6764,2241,3,3,35,37,67
No,6031,2270,3,3,36,42,49
No,8358,1785,2,3,34,41,81
No,8408,2202,1,3,24,44,81
No,6488,2361,2,4,25,43,90
No,2373,2081,2,3,28,41,71
No,5084,2554,2,2,18,35,65
No,7051,2022,3,2,14,42,84
No,3614,2353,2,3,33,38,92
No,5204,2435,4,4,36,45,67
No,6807,1788,3,2,26,44,66
No,8312,2013,5,3,20,35,75
No,7905,2319,2,2,10,36,92
No,6185,2921,3,3,16,45,67
No,7877,1932,3,3,34,46,72
Yes,4235,2126,5,3,15,41,84
No,6413,2157,2,3,26,35,62
No,7109,1788,3,3,20,43,101
No,8881,2118,3,4,33,39,87
No,8126,2834,2,2,36,40,74
No,7418,2024,2,4,30,34,71
No,8473,2288,4,2,44,38,73
No,7600,2051,2,4,24,40,75
No,5215,2357,2,3,28,39,75
No,7763,2372,3,4,14,44,83
No,5586,2216,3,2,20,40,80
No,3738,2741,2,3,26,39,74
No,9130,2317,4,2,5,41,63
No,7345,2861,2,3,36,47,81
No,7800,2519,3,4,21,36,87
No,6378,2522,1,2,18,43,72
No,5110,1790,2,3,45,34,94
No,4332,2122,3,4,14,37,65
No,7567,2169,4,3,18,38,81
No,5833,1994,2,4,31,44,87
No,5797,1439,1,3,29,36,89
No,5077,2688,0,3,25,42,79
No,6636,2398,2,3,14,43,70
No,5388,2178,4,3,6,42,74
No,7503,2502,3,2,19,52,75
No,6922,1843,3,3,39,39,67
No,5955,2154,3,2,28,35,76
No,4772,2284,2,2,32,29,82
No,5170,1874,2,4,2,35,59
No,7222,2351,4,4,19,27,55
No,6677,1873,2,2,27,34,66
No,6414,2639,4,3,34,39,64
No,7078,2324,3,3,22,39,67
No,2928,1979,2,3,41,34,91
No,6333,2589,4,2,17,43,64
No,7134,2404,3,2,27,43,84
No,5597,2309,3,2,15,43,82
No,5334,1691,2,3,32,38,83
No,6097,2078,3,3,26,51,76
No,8072,2444,3,3,37,35,81
No,8047,2253,3,3,15,34,67
No,4625,2339,3,3,28,38,75
No,7576,1885,3,3,24,39,73
Yes,3667,2036,2,4,13,38,85
No,8030,2033,2,4,23,43,60
No,5668,2542,3,3,43,49,68
No,6084,2277,3,2,32,38,77
No,4608,2068,3,2,38,48,75
No,9000,2266,3,3,19,42,77
No,5184,2159,2,3,17,42,96
No,6854,2753,4,2,52,47,65
No,7031,2127,5,3,20,37,67
No,5746,2544,2,4,28,38,61
No,5769,2120,3,3,41,32,78
No,5188,2711,3,2,29,50,71
No,3413,2116,3,4,27,45,64
No,5627,2037,4,2,19,36,82
No,5038,1921,3,3,11,46,80
No,5842,2027,5,3,33,44,72
No,8892,2381,3,3,21,36,70
No,7569,1946,2,3,25,27,64
No,4546,2131,4,3,30,30,63
No,8363,2431,3,3,34,55,77
No,5184,1906,4,2,36,25,69
No,8779,2560,3,2,2,36,78
No,5607,2162,4,4,22,50,75
No,8692,2243,2,2,36,41,78
Yes,4891,2301,3,3,12,39,75
Yes,5631,2211,5,4,30,43,72
No,5285,2426,5,3,24,45,58
Yes,2091,2281,2,4,15,37,61
Yes,3308,2629,3,4,15,45,77
No,5414,1656,4,4,22,44,69
No,7679,2054,4,2,10,33,63
No,6086,2082,2,3,22,52,52
Yes,5085,1937,6,4,8,34,60
No,3592,1830,2,2,40,44,79
No,6902,1981,2,3,29,42,56
No,7578,2235,4,3,31,36,91
No,5561,2038,2,4,31,39,65
No,6721,2218,2,2,30,42,69
No,4354,2450,3,4,33,43,79
No,4676,2251,3,2,26,44,65
No,5891,2235,3,2,27,39,84
No,10370,2011,4,3,25,47,72
No,6586,2164,4,3,8,40,74
No,4982,2754,2,3,27,40,70
No,8105,2106,3,2,36,51,70
No,7268,2476,2,4,37,35,72
No,6630,2399,4,2,37,42,78
No,8482,2588,6,3,30,40,70
No,2888,2775,2,3,28,40,73
No,7368,1828,0,3,35,36,69
No,6548,2248,2,4,17,45,74
No,8218,2835,3,3,24,34,84
No,6632,1951,4,3,29,44,75
No,5354,2272,3,2,15,42,74
No,7721,1544,2,3,10,37,88
No,5351,1795,3,2,35,43,77
No,8056,2864,3,4,18,36,59
Yes,4363,2733,4,3,17,38,84
No,4850,2359,3,3,15,45,83
Yes,3955,2220,3,3,11,34,63
No,4260,2102,2,3,29,43,98
No,5612,1993,4,3,16,39,75
No,6737,2182,3,3,27,47,73
No,5031,2603,5,2,28,33,74
No,6838,2005,1,2,26,38,75
No,7845,2376,3,3,12,46,71
No,6051,2300,1,3,32,34,76
Yes,5273,2361,3,3,13,48,68
No,5039,1889,2,3,28,42,81
No,6132,2436,2,4,24,41,54
Yes,3536,2937,4,3,21,35,73
No,5336,2653,2,3,15,36,81
No,4645,2085,2,3,21,37,86
No,4610,2757,2,3,38,46,83
No,7918,1884,2,3,10,36,96
No,5525,2419,5,4,41,42,70
No,5680,1848,4,2,8,40,60
Yes,4593,2308,3,4,12,42,78
No,4474,2743,3,3,23,39,96
No,6993,1951,3,1,23,45,67
No,5877,2548,3,3,37,41,77
No,5640,2713,2,4,42,36,72
No,5044,2606,2,2,22,40,70
No,7319,2177,3,3,23,35,68
Yes,3590,2542,4,3,10,41,86
No,4122,2666,5,3,22,36,74
No,5235,2147,3,2,28,41,75
No,7331,2504,2,3,23,32,80
No,8085,2093,3,3,23,36,68
No,7889,2393,2,3,21,35,90
No,5867,1797,4,3,26,36,47
No,6187,2696,2,4,44,47,86
No,6928,2277,2,3,38,42,69
No,7728,2141,3,3,29,32,73
No,7337,2698,3,3,22,38,66
No,6088,1555,3,3,47,34,84
No,6597,2526,3,4,32,40,60
No,5275,2588,2,2,27,35,67
Yes,2939,2369,3,3,28,43,82
No,7732,2421,3,3,34,48,86
No,4728,2410,2,2,18,43,57
No,6429,2404,3,3,23,44,84
No,5316,2601,2,5,14,41,64
No,5014,1459,4,1,21,43,82
No,4218,2157,4,3,25,32,81
No,8660,2411,4,3,38,41,70
No,3551,1851,4,4,15,40,65
No,6170,2480,3,4,28,36,70
No,6871,2480,3,4,32,30,70
No,5739,2246,3,4,47,34,72
No,2885,2400,2,4,33,33,80
Yes,4789,2498,3,3,12,39,77
No,4541,2349,3,2,57,45,80
No,6109,2007,2,4,35,37,54
Yes,4704,2144,4,3,17,42,96
No,4477,2297,2,2,18,37,79
No,7516,2577,2,4,51,36,63
No,6284,2056,3,3,33,37,81
No,5660,2853,1,3,26,37,72
Yes,8748,2721,4,3,1,46,89
No,7043,2574,2,1,21,37,60
No,2664,1831,3,2,16,38,101
No,5756,2002,2,2,17,38,82
No,8860,2264,2,3,41,41,80
No,6550,2624,3,3,33,42,65
No,5385,2474,2,3,20,39,99
No,5385,2564,2,3,12,45,61
No,3852,2181,3,3,24,34,87
No,5778,2023,2,4,13,51,87
No,7885,2146,2,3,34,44,69
No,6709,2217,4,3,9,42,90
No,5528,2655,4,2,39,38,74
No,6015,2869,2,4,22,37,84
No,5957,2519,4,3,30,36,74
No,7236,2190,1,3,16,32,78
No,6250,2618,3,3,23,35,87
No,5906,1939,4,3,9,39,75
No,6280,2010,3,3,48,49,80
No,5446,2437,1,2,31,39,66
No,7023,2625,3,3,36,43,58
Yes,4441,2478,4,3,37,40,85
No,6058,2309,3,3,22,36,74
No,4805,2154,4,2,26,33,60
No,5210,1947,3,4,22,49,76
No,4223,1942,2,3,34,37,80
No,7308,1977,2,2,34,40,88
No,6475,2375,3,3,26,39,69
No,6366,2140,3,2,26,36,66
No,6251,2283,2,2,44,33,88
No,6685,2320,3,3,26,36,60
No,7607,2173,3,3,18,39,63
Yes,7074,2563,3,3,11,41,75
Yes,6736,2316,4,3,9,40,76
No,6141,1872,5,3,43,32,87
No,7286,2640,4,3,19,39,88
No,8510,2474,1,3,26,42,85
No,9897,2269,3,3,20,44,85
No,6616,2754,4,3,33,42,83
No,4461,2391,5,1,20,39,85
No,5086,2344,2,4,32,35,79
No,6525,1906,3,3,28,38,56
No,6173,2975,3,2,9,34,64
No,6798,1963,4,3,33,38,75
Yes,3149,2853,3,3,16,34,81
No,6562,1893,3,2,44,41,71
No,6968,2397,4,3,32,43,53
No,7790,2129,4,3,27,36,70
No,7883,2295,3,2,27,38,74
No,4121,2488,2,2,23,38,75
No,9918,2335,2,4,35,44,71
No,6804,1821,2,4,26,43,72
No,7616,2263,2,3,11,42,64
No,6927,2263,3,2,25,46,69
No,7476,1935,4,2,48,45,85
No,7485,2185,2,3,15,42,70
No,6992,2025,3,3,16,46,80
No,7067,2820,2,2,14,40,65
Yes,5123,2529,2,3,16,54,79
No,6575,2127,3,3,27,45,76
No,7281,2007,3,2,32,45,76
No,4779,2232,2,1,44,40,67
No,4712,2307,2,3,22,36,85
No,6360,2339,3,3,30,44,84
No,5282,2729,4,3,31,42,59
No,6629,1816,4,3,27,43,62
No,7595,2033,3,3,24,33,90
No,7057,2217,2,2,6,40,74
No,5996,2255,3,2,13,42,55
No,5872,2156,2,3,30,41,64
No,5212,2253,2,3,28,45,85
No,7989,2432,2,3,3,50,54
No,5731,2480,3,4,15,33,75
No,6726,1908,4,2,45,44,65
No,6295,2227,3,4,29,45,70
No,6197,2614,4,3,19,35,84
No,5436,1796,2,4,35,36,90
No,5806,2429,3,3,38,37,69
No,6039,2544,3,3,26,39,72
Yes,3712,2408,4,4,22,39,75
Yes,4876,1920,3,2,6,45,86
Yes,6171,2625,3,3,2,40,70
No,4907,2119,3,2,42,44,78
No,10584,1765,2,3,23,41,86
Yes,2870,2294,1,2,21,36,80
Yes,4681,2600,1,2,12,45,89
No,9833,2528,4,3,6,39,75
No,4195,2472,3,4,25,39,72
No,4569,2246,3,4,22,36,91
No,5054,2067,4,3,33,41,72
No,5075,2713,2,3,30,48,87
No,8320,2549,4,4,21,43,77
No,3875,2121,1,4,36,46,56
No,7169,2467,2,3,26,45,71
No,6793,2391,3,4,12,30,77
No,8834,2748,4,4,34,36,88
No,6961,2206,1,3,30,47,75
No,5370,2741,1,3,20,42,78
Yes,8477,2723,3,4,12,35,90
No,7584,2710,4,2,15,40,71
Yes,3478,2413,3,2,6,45,93
Yes,6348,1626,4,3,-5,41,79
No,5526,2491,4,4,31,40,61
No,7500,1896,2,2,15,38,75
No,6978,2233,5,2,42,40,77
No,7661,2586,3,4,32,34,78
No,4133,2069,5,4,28,48,68
No,5813,2479,3,3,20,46,68
No,5600,2302,3,4,38,44,82
No,5142,2473,3,3,38,48,80
No,6535,2187,3,3,35,43,78
No,5430,2739,3,2,28,40,87
No,8380,2319,2,3,29,39,74
No,4302,2318,5,3,18,35,82
No,6802,2040,2,4,16,39,79
No,6874,1262,3,2,31,35,98
No,5432,1925,3,3,13,40,66
Yes,3993,2733,3,2,24,41,91
No,6704,2081,3,3,24,37,69
No,4767,2458,2,3,26,48,76
No,8754,1933,2,3,21,46,68
No,4924,2297,2,3,36,38,80
No,6316,2380,4,2,37,37,76
No,6770,2533,3,2,43,44,61
No,8110,2975,5,3,32,41,79
No,6804,3028,2,4,20,47,69
No,6818,2768,5,3,32,42,72
No,7344,1791,1,3,29,42,66
No,2911,2446,3,3,34,35,75
No,6772,1913,3,3,23,47,50
No,4207,2732,1,4,33,38,69
No,6262,2684,4,2,39,32,78
Yes,4835,2307,4,3,19,48,87
Yes,6107,2202,4,3,15,48,90
No,6023,2219,4,3,40,42,72
No,6426,2443,3,3,15,44,79
Yes,3871,2436,3,2,14,45,75
No,4526,2587,4,2,38,40,92
No,6833,2127,2,5,30,39,86
No,4730,2593,3,3,28,35,73
No,7049,1885,2,2,36,39,82
No,4747,2239,4,2,43,34,70
No,8940,2213,3,2,15,43,85
No,6375,2237,3,3,19,45,83
No,6508,2461,4,4,37,41,74
No,3730,2781,3,4,36,42,82
No,5493,2319,4,4,31,31,75
No,9283,2084,4,3,21,42,65
No,8089,2343,3,3,19,30,68
No,5583,2124,2,3,11,38,72
No,4407,2621,3,3,26,42,84
No,4836,1893,2,3,16,36,80
No,7006,2044,4,3,20,43,69
No,5933,2387,4,2,28,39,75
No,7925,2541,4,3,25,37,76
No,3192,2285,3,2,16,42,68
No,7176,2352,4,2,24,33,67
No,6140,1834,3,3,14,51,79
No,3747,2261,4,3,29,33,81
No,7610,2186,2,3,39,40,74
No,6773,2218,3,3,16,35,85
No,6352,2541,3,3,18,41,62
No,7357,2208,4,3,48,52,70
Yes,5143,2499,3,3,19,48,79
No,5703,2377,4,3,23,33,51
No,6709,2229,2,5,34,44,66
No,6356,2002,2,3,25,35,85
No,5717,1794,3,4,28,39,58
No,5969,2285,2,3,21,41,98
No,4589,2425,4,3,31,29,75
No,3000,2357,4,2,33,29,72
Yes,4577,2843,3,3,11,39,75
No,8271,1906,3,3,11,38,48
No,5915,2369,3,2,35,41,59
No,5873,2509,2,3,27,41,80
No,5549,2287,2,3,31,41,65
No,6117,2409,3,3,30,34,77
No,5467,1827,5,2,21,36,79
No,5385,2187,4,3,17,36,87
No,4840,2093,4,3,24,38,96
No,4502,1750,2,3,29,35,84
Yes,4699,2757,3,3,9,54,82
No,5259,2237,2,2,29,33,60
No,8068,2372,3,5,16,39,82
No,3815,2339,4,2,36,36,79
No,4050,2189,4,4,30,39,65
No,5029,2556,4,3,45,39,69
No,4718,1690,3,2,31,40,78
No,7149,2625,2,3,13,49,65
Yes,2189,2264,4,3,41,49,85
No,4727,2401,2,3,27,39,58
No,9347,2302,2,3,29,44,73
No,6923,2599,5,3,14,36,61
No,7344,2519,4,2,29,31,82
No,6529,1685,4,2,16,33,68
No,5686,2158,3,3,20,39,77
No,6548,2536,3,3,33,34,90
No,5216,2568,2,3,35,30,54
No,6852,2543,3,3,27,28,76
No,6987,2259,2,3,24,43,66
No,4489,2047,3,3,38,35,55
No,7599,1971,1,3,25,41,72
No,4941,2354,2,3,25,38,75
No,5017,1942,2,4,32,46,81
No,5592,2198,2,3,31,41,52
No,7641,2628,2,2,29,46,69
No,7304,1902,3,3,33,51,68
Yes,5860,2286,5,3,12,41,72
Yes,2757,2303,4,3,23,48,88
No,4795,2398,4,3,17,33,76
Yes,6649,3038,1,4,-2,41,82
No,5375,2411,2,4,26,36,87
No,4645,2248,6,4,35,29,79
No,7702,2620,5,3,20,36,49
No,5133,2324,4,3,30,43,70
No,5739,2303,2,2,34,38,73
Yes,5912,2582,5,2,21,53,69
No,4905,2208,1,3,15,38,60
No,7193,2325,5,4,34,41,64
No,7290,2434,2,3,37,46,77
No,8047,2274,3,2,17,37,90
No,6021,2494,4,4,27,38,70
Yes,5551,2798,4,3,23,48,95
No,7782,2368,3,2,24,29,80
No,7142,2496,3,2,21,38,94
No,4828,2142,4,2,24,37,71
No,8903,2362,4,3,26,43,86
No,6282,2585,2,3,43,40,64
No,8034,2218,3,2,38,37,75
No,5883,2437,5,3,15,35,84
Yes,4658,2112,3,3,19,48,75
No,8532,1884,4,2,17,45,90
No,5270,2069,1,3,24,38,95
Yes,4665,2620,3,3,18,36,75
No,7747,2094,3,3,34,48,71
No,5466,2667,1,4,28,40,65
No,5421,2149,3,3,32,38,91
