"Output","minRadius","maxRadius"
"Yes",0.961,0.907
"No",0.942,0.961
"No",0.912,0.944
"No",0.93,0.981
"No",0.95,0.906
"No",0.918,0.971
"No",0.914,0.973
"No",0.91,0.982
"No",0.94,0.926
"Yes",0.982,0.934
"Yes",0.996,0.969
"No",0.95,0.908
"No",0.9,0.955
"Yes",0.994,0.964
"No",0.938,0.978
"No",0.928,0.983
"No",0.954,0.979
"Yes",1,0.914
"No",0.925,0.957
"No",0.938,0.946
"No",0.903,0.902
"No",0.926,0.94
"Yes",0.968,0.964
"No",0.95,0.971
"Yes",0.981,0.979
"No",0.909,0.958
"Yes",0.996,0.958
"No",0.905,0.995
"Yes",0.995,0.989
"No",0.942,0.974
"No",0.928,0.96
"No",0.96,0.946
"Yes",0.989,0.921
"No",0.951,0.972
"Yes",0.97,0.997
"Yes",0.971,0.923
"No",0.953,0.972
"Yes",0.98,0.997
"No",0.922,0.969
"No",0.94,0.934
"Yes",0.967,0.959
"Yes",0.992,0.964
"No",0.934,0.903
"Yes",0.98,0.979
"No",0.905,0.998
"No",0.951,0.949
"No",0.955,0.936
"Yes",0.996,0.942
"No",0.923,0.924
"Yes",0.987,0.965
"Yes",0.964,0.934
"Yes",0.995,0.984
"No",0.905,0.945
"Yes",0.98,0.956
"No",0.936,0.996
"No",0.919,0.962
"No",0.939,0.912
"No",0.944,0.901
"No",0.913,0.939
"No",0.938,0.945
"No",0.904,1
"No",0.932,0.986
"No",0.909,0.914
"No",0.942,0.955
"Yes",1,0.962
"Yes",0.962,0.983
"No",0.947,0.958
"No",0.922,0.994
"Yes",0.975,0.989
"Yes",0.972,0.978
"Yes",0.987,0.939
"Yes",0.964,0.911
"Yes",0.97,0.923
"Yes",0.983,0.906
"No",0.939,0.933
"Yes",0.997,0.96
"Yes",0.98,0.908
"No",0.928,0.902
"No",0.957,0.926
"Yes",0.988,0.906
"Yes",0.992,0.986
"Yes",0.989,0.936
"No",0.931,0.911
"No",0.951,0.903
"No",0.925,0.936
"No",0.906,0.941
"Yes",0.964,0.909
"Yes",0.98,0.906
"Yes",0.973,0.999
"Yes",0.998,0.995
"Yes",0.976,0.975
"No",0.957,0.951
"Yes",0.981,0.987
"No",0.917,0.922
"No",0.96,0.986
"No",0.91,0.988
"Yes",0.997,0.972
"No",0.952,0.97
"No",0.929,0.997
"No",0.951,0.945
"Yes",0.998,0.929
"Yes",0.998,0.951
"No",0.92,0.986
"No",0.949,0.947
"Yes",0.967,0.924
"Yes",0.961,0.922
"Yes",0.98,0.961
"Yes",0.975,0.958
"No",0.902,0.993
"No",0.91,0.944
"No",0.924,0.936
"No",0.918,0.985
"No",0.928,0.951
"Yes",0.98,0.995
"No",0.901,0.954
"No",0.944,0.925
"No",0.902,0.907
"Yes",0.983,0.994
"No",0.923,0.902
"No",0.924,0.945
"No",0.941,0.986
"Yes",0.99,0.995
"Yes",0.962,0.927
"No",0.918,0.968
"No",0.95,0.907
"Yes",0.996,0.99
"No",0.954,0.985
"No",0.919,0.952
"No",0.947,0.932
"No",0.935,0.907
"No",0.91,0.963
"No",0.954,0.957
"No",0.937,0.954
"No",0.925,0.96
"No",0.933,0.985
"Yes",0.963,0.978
"No",0.936,0.972
"Yes",0.998,0.901
"No",0.923,0.973
"No",0.916,1
"No",0.904,0.967
"No",0.954,0.983
"Yes",0.989,0.971
"No",0.915,0.953
"Yes",0.964,0.957
"No",0.949,0.954
"No",0.917,0.988
"Yes",0.967,0.903
"Yes",0.983,0.966
"Yes",0.997,0.94
"Yes",0.967,0.934
"No",0.917,0.965
"No",0.903,0.992
"Yes",0.973,0.978
"Yes",0.974,0.99
"No",0.931,0.993
"No",0.913,0.985
"Yes",0.974,0.911
"No",0.956,0.94
"No",0.915,0.945
"No",0.92,0.961
"Yes",0.981,0.912
"No",0.941,0.919
"No",0.928,0.922
"No",0.929,0.915
"Yes",0.969,0.938
"No",0.96,0.965
"No",0.95,0.953
"No",0.939,0.965
"Yes",0.969,0.972
"No",0.91,0.958
"Yes",0.997,0.928
"No",0.944,0.983
"No",0.904,0.963
"No",0.915,0.938
"Yes",0.982,0.963
"No",0.947,0.953
"Yes",0.992,0.917
"Yes",0.971,0.958
"Yes",0.977,0.912
"No",0.92,0.919
"Yes",0.982,0.939
"Yes",0.996,0.972
"No",0.921,1
"Yes",0.99,0.974
"Yes",0.982,0.948
"No",0.96,0.988
"Yes",0.997,0.998
"No",0.907,0.999
"No",0.915,0.946
"No",0.938,0.997
"No",0.94,0.974
"No",0.909,0.904
"No",0.943,0.936
"No",0.934,0.964
"No",0.951,0.993
"No",0.935,0.914
"Yes",0.964,0.945
"Yes",0.967,0.95
"Yes",0.98,0.929
"No",0.909,0.976
"No",0.931,0.92
"No",0.911,0.94
"No",0.907,0.905
"Yes",0.967,0.916
"Yes",0.978,0.98
"No",0.934,0.934
"No",0.943,0.986
"Yes",0.964,0.905
"No",0.942,0.932
"No",0.959,0.996
"Yes",0.979,0.934
"Yes",0.996,0.935
"No",0.934,0.934
"Yes",1,0.917
"No",0.905,0.955
"Yes",0.968,0.985
"No",0.922,0.949
"Yes",0.971,0.937
"Yes",0.963,0.977
"No",0.958,0.94
"No",0.904,0.994
"Yes",0.987,0.936
"Yes",0.982,0.986
"No",0.955,0.966
"No",0.946,0.978
"No",0.909,0.953
"No",0.941,0.911
"No",0.938,0.976
"Yes",0.982,0.97
"Yes",0.989,0.965
"No",0.946,0.968
"No",0.912,0.976
"No",0.945,0.945
"No",0.928,0.915
"Yes",0.988,0.992
"No",0.901,0.921
"No",0.956,0.902
"No",0.948,0.906
"No",0.927,0.947
"No",0.919,0.952
"No",0.935,0.934
"No",0.944,0.957
"No",0.96,0.904
"No",0.946,0.973
"No",0.938,0.925
"No",0.922,0.906
"Yes",0.999,0.997
"No",0.917,0.999
"No",0.912,0.901
"Yes",0.998,0.94
"Yes",0.977,0.949
"Yes",0.989,0.906
"Yes",0.998,0.955
"No",0.958,0.956
"No",0.921,0.928
"Yes",0.985,0.905
"No",0.916,0.929
"Yes",0.969,0.976
"No",0.907,0.92
"No",0.907,1
"No",0.936,0.955
"Yes",0.99,0.951
"No",0.95,0.951
"Yes",0.976,0.999
"No",0.919,0.944
"Yes",0.994,0.962
"No",0.95,0.944
"No",0.956,0.924
"Yes",0.966,0.934
"No",0.91,0.974
"Yes",0.994,0.911
"No",0.903,0.949
"Yes",0.988,0.956
"No",0.925,0.957
"Yes",0.98,0.956
"Yes",0.982,0.944
"No",0.909,0.921
"No",0.927,0.904
"Yes",0.996,0.916
"No",0.916,0.915
"Yes",0.969,0.972
"No",0.956,0.9
"Yes",0.964,0.953
"Yes",0.97,0.942
"No",0.92,0.91
"Yes",0.989,0.94
"Yes",0.982,0.958
"Yes",0.993,0.932
"Yes",0.961,0.992
"Yes",0.993,0.963
"No",0.922,0.947
"No",0.903,0.997
"Yes",0.972,0.907
"No",0.933,0.991
"No",0.914,0.976
"No",0.91,0.935
"No",0.928,0.952
"No",0.919,0.967
"No",0.921,0.916
"No",0.935,0.942
"Yes",0.97,0.939
"No",0.956,0.997
"No",0.904,0.994
"No",0.959,0.956
"No",0.931,0.915
"No",0.952,0.989
"No",0.949,0.939
"No",0.915,0.932
"No",0.94,0.994
"No",0.937,0.917
"Yes",0.989,0.931
"No",0.936,0.909
"No",0.933,0.993
"No",0.917,0.973
"No",0.902,0.986
"No",0.938,0.936
"No",0.918,0.986
"No",0.929,0.963
"Yes",0.969,0.903
"No",0.941,0.984
"No",0.903,0.929
"Yes",0.975,0.927
"No",0.906,0.955
"Yes",0.982,0.995
"Yes",0.979,0.94
"Yes",0.974,0.924
"No",0.949,0.949
"No",0.938,0.963
"No",0.911,0.974
"No",0.934,0.998
"No",0.91,0.968
"No",0.91,0.926
"No",0.925,0.928
"No",0.949,0.919
"Yes",0.982,0.977
"No",0.904,0.903
"No",0.95,0.948
"No",0.918,0.97
"Yes",0.998,0.996
"No",0.916,0.963
"No",0.927,0.919
"Yes",0.975,0.984
"No",0.951,0.996
"No",0.903,0.915
"No",0.92,0.919
"No",0.92,0.923
"Yes",0.962,0.952
"Yes",0.975,0.99
"Yes",0.97,0.976
"Yes",0.987,0.93
"No",0.935,0.919
"No",0.922,0.998
"No",0.95,0.996
"No",0.933,0.908
"No",0.903,0.925
"Yes",0.984,0.973
"No",0.903,0.985
"No",0.911,1
"No",0.91,0.952
"No",0.931,0.913
"Yes",0.972,0.935
"No",0.954,0.909
"No",0.928,0.973
"No",0.949,0.92
"No",0.938,0.94
"No",0.916,0.961
"Yes",0.982,0.997
"No",0.916,0.999
"No",0.915,0.978
"No",0.916,0.965
"No",0.913,0.928
"Yes",0.981,0.983
"Yes",0.972,0.975
"No",0.955,1
"Yes",0.973,0.933
"Yes",0.984,0.953
"Yes",0.991,0.968
"No",0.948,0.908
"Yes",0.991,0.972
"No",0.918,0.925
"No",0.956,0.912
"No",0.952,0.985
"Yes",0.995,0.905
"Yes",0.977,0.93
"Yes",0.999,0.958
"Yes",0.972,0.927
"Yes",0.999,0.908
"No",0.951,0.964
"Yes",0.989,1
"No",0.902,0.989
"Yes",0.973,0.928
"Yes",0.979,0.975
"No",0.95,0.918
"Yes",1.001,1
"No",0.939,0.949
"No",0.944,0.994
"No",0.912,0.935
"No",0.954,0.907
"Yes",0.97,0.918
"No",0.915,0.918
"Yes",0.994,0.92
"Yes",0.983,0.974
"Yes",0.997,0.976
"Yes",0.972,0.971
"No",0.948,0.941
"Yes",0.985,0.955
"Yes",0.982,0.961
"Yes",0.99,0.945
"No",0.931,0.933
"Yes",0.998,0.956
"No",0.919,0.935
"Yes",0.964,0.936
"No",0.944,0.967
"Yes",0.981,0.928
"No",0.915,0.949
"Yes",0.987,0.943
"No",0.904,0.95
"Yes",0.962,0.995
"No",0.91,1.001
"Yes",0.987,0.946
"No",0.953,0.948
"No",0.916,0.984
"Yes",0.991,0.912
"No",0.944,0.914
"Yes",0.969,0.917
"No",0.911,0.904
"Yes",0.979,0.922
"No",0.921,0.983
"No",0.951,0.962
"Yes",0.977,0.93
"No",0.924,0.985
"No",0.905,0.99
"No",0.947,0.946
"No",0.908,0.994
"No",0.924,0.96
"No",0.937,0.902
"No",0.938,0.91
"No",0.943,0.927
"No",0.924,0.946
"Yes",0.988,0.984
"No",0.958,0.965
"No",0.902,0.97
"Yes",0.972,0.901
"No",0.93,0.904
"No",0.902,1
"Yes",0.976,0.935
"No",0.926,0.995
"No",0.904,0.992
"No",0.953,0.962
"No",0.913,0.959
"No",0.904,0.909
"Yes",0.973,0.914
"Yes",0.976,0.956
"No",0.955,0.995
"No",0.952,0.958
"No",0.909,0.971
"Yes",0.98,0.983
"Yes",1,0.944
"No",0.933,0.964
"Yes",0.993,0.988
"No",0.902,0.957
"No",0.925,0.956
"Yes",0.98,0.998
"No",0.951,0.96
"No",0.917,0.997
"No",0.935,0.905
"No",0.902,0.991
"No",0.908,0.992
"Yes",0.992,0.949
"No",0.906,0.983
"No",0.913,0.991
"No",0.911,0.923
"No",0.956,0.917
"No",0.924,0.989
"No",0.907,0.936
"No",0.912,0.927
"No",0.928,0.94
"No",0.948,0.926
"Yes",0.963,0.942
"Yes",0.967,0.95
"Yes",1.001,0.907
"Yes",0.982,0.919
"Yes",0.968,0.998
"No",0.941,0.972
"Yes",0.988,0.925
"No",0.93,0.938
"No",0.943,0.947
"Yes",0.966,0.933
"Yes",0.962,0.958
"Yes",0.981,0.958
"No",0.923,0.931
"No",0.945,0.928
"Yes",0.988,0.943
"No",0.94,0.954
"No",0.929,0.989
"No",0.953,0.937
"No",0.907,0.927
"No",0.952,0.97
"Yes",0.996,0.991
"No",0.959,0.902
"Yes",0.971,0.948
"No",0.935,0.931
"Yes",0.997,0.981
"No",0.955,0.915
"No",0.904,0.913
"No",0.946,0.999
"No",0.937,0.948
"No",0.909,0.995
"Yes",0.98,0.948
"No",0.907,0.989
"Yes",0.989,0.909
"Yes",0.98,0.913
"Yes",0.964,0.915
"Yes",0.996,0.914
"No",0.925,0.993
"No",0.923,0.969
"No",0.951,0.946
"No",0.935,0.998
"No",0.958,0.986
"No",0.908,0.941
"No",0.92,0.903
"No",0.903,0.959
"No",0.953,0.918
"No",0.93,0.972
"Yes",0.982,0.901
"Yes",0.997,0.966
"Yes",0.989,0.908
"Yes",0.989,0.928
"No",0.941,0.914
"No",0.948,0.975
"No",0.915,0.984
"Yes",0.961,0.965
"No",0.901,0.917
"Yes",0.977,0.956
"No",0.943,0.914
"No",0.918,0.993
"No",0.932,0.905
"No",0.919,0.96
"No",0.901,0.928
"No",0.922,0.954
"No",0.943,0.957
"Yes",0.974,0.958
"No",0.901,0.99
"Yes",0.977,0.986
"No",0.916,0.941
"No",0.902,0.961
"Yes",0.967,0.912
"No",0.902,0.938
"No",0.942,0.974
"No",0.941,0.988
"No",0.954,0.997
"No",0.945,0.949
"No",0.917,0.998
"Yes",0.976,0.965
"No",0.918,0.945
"No",0.943,0.904
"Yes",0.993,0.994
"No",0.924,0.931
"No",0.901,0.993
"Yes",0.969,0.932
"No",0.96,0.99
"Yes",0.977,1.001
"Yes",0.978,1
"No",0.917,0.93
"No",0.952,0.915
"Yes",0.994,0.91
"No",0.922,0.95
"Yes",0.978,0.986
"Yes",0.963,0.976
"No",0.935,0.979
"Yes",0.99,1
"No",0.924,0.97
"Yes",0.993,0.989
"Yes",0.977,0.933
"No",0.923,0.95
"No",0.907,0.982
"No",0.953,0.905
"No",0.922,0.978
"No",0.946,0.933
"No",0.924,0.908
"Yes",0.973,0.975
"No",0.927,0.996
"No",0.904,0.908
"No",0.951,0.914
"No",0.936,0.956
"Yes",0.985,0.994
"Yes",1.001,0.931
"No",0.946,0.959
"Yes",0.972,0.931
"No",0.918,0.976
"No",0.904,0.919
"Yes",0.998,0.935
"No",0.916,0.976
"Yes",0.99,0.938
"No",0.906,0.94
"No",0.931,0.98
"No",0.931,0.965
"No",0.945,0.93
"No",0.948,0.985
"Yes",0.97,0.96
"Yes",0.992,0.979
"Yes",0.982,0.972
"Yes",0.971,0.923
"No",0.902,0.922
"No",0.908,0.964
"Yes",0.973,0.921
"No",0.918,0.999
"No",0.904,0.96
"Yes",0.99,0.924
"No",0.935,0.942
"Yes",0.998,0.979
"No",0.942,0.996
"Yes",0.966,0.967
"No",0.928,0.976
"Yes",0.963,0.933
"Yes",0.985,0.92
"No",0.955,0.914
"No",0.917,0.975
"No",0.942,0.931
"Yes",0.968,0.924
"No",0.917,0.988
"No",0.951,0.956
"No",0.918,0.948
"No",0.901,0.984
"No",0.946,0.99
"No",0.943,0.985
"Yes",1,0.959
"No",0.954,0.952
"No",0.935,0.94
"Yes",0.986,0.901
"No",0.925,0.992
"No",0.96,0.918
"Yes",0.997,0.931
"No",0.951,0.945
"Yes",0.998,0.914
"No",0.954,0.983
"No",0.96,0.943
"Yes",0.961,0.91
"No",0.935,0.991
"No",0.929,0.95
"Yes",0.976,0.975
"Yes",0.969,0.916
"Yes",0.99,0.91
"No",0.936,0.978
"No",0.908,0.956
"Yes",0.967,0.947
"No",0.931,0.924
"No",0.901,0.964
"Yes",0.995,0.911
"Yes",0.976,0.933
"No",0.939,0.929
"Yes",0.967,0.954
"No",0.945,0.954
"Yes",0.987,0.98
"No",0.954,0.974
"No",0.927,0.953
"No",0.938,0.979
"Yes",0.991,0.988
"Yes",0.998,0.969
"Yes",0.998,0.908
"No",0.938,0.946
"No",0.911,0.928
"Yes",0.984,0.96
"No",0.906,0.96
"No",0.932,0.99
"No",0.915,0.979
"No",0.904,0.903
"No",0.906,0.982
"No",0.937,0.969
"No",0.93,0.957
"No",0.94,0.947
"No",0.954,1
"No",0.939,0.902
"Yes",0.966,0.951
"No",0.901,0.977
"Yes",0.976,0.979
"No",0.948,0.972
"Yes",0.962,0.965
"Yes",0.988,0.982
"No",0.938,0.975
"No",0.935,0.926
"Yes",0.992,0.968
"No",0.926,0.938
"Yes",0.965,0.95
"No",0.939,0.964
"Yes",0.971,0.971
"Yes",0.961,0.921
"No",0.928,0.932
"No",0.96,0.942
"No",0.941,0.96
"Yes",0.993,0.95
"No",0.934,0.938
"No",0.94,0.97
"No",0.954,0.905
"Yes",0.971,0.925
"No",0.909,0.929
"Yes",0.997,0.971
"Yes",0.982,0.97
"Yes",0.97,0.94
"No",0.91,0.969
"Yes",0.984,0.927
"No",0.912,0.953
"Yes",0.967,0.937
"No",0.954,0.954
"Yes",0.999,0.905
"Yes",0.971,0.969
"Yes",0.99,0.963
"No",0.95,0.917
"No",0.96,0.938
"No",0.957,0.901
"Yes",0.963,0.939
"No",0.907,0.942
"No",0.939,0.907
"No",0.952,0.905
"No",0.933,0.986
"Yes",0.99,0.951
"No",0.959,0.935
"Yes",0.989,0.948
"Yes",0.992,0.989
"No",0.903,0.951
"No",0.928,0.975
"No",0.935,0.991
"Yes",0.966,0.943
"Yes",0.987,0.948
"No",0.956,0.901
"No",0.928,0.956
"No",0.916,0.997
"No",0.943,0.928
"No",0.939,0.991
"No",0.938,0.903
"Yes",0.972,0.934
"Yes",0.963,0.953
"No",0.911,0.966
"No",0.96,0.98
"No",0.946,0.996
"Yes",0.99,0.986
"Yes",0.983,0.95
"Yes",0.995,0.928
"No",0.945,0.924
"No",0.924,0.98
"No",0.913,0.913
"No",0.932,0.971
"Yes",0.962,0.953
"Yes",0.998,0.964
"No",0.956,0.994
"No",0.939,0.985
"No",0.92,0.983
"No",0.929,0.963
"No",0.955,0.904
"No",0.909,0.999
"No",0.948,0.97
"No",0.922,0.923
"No",0.925,1
"No",0.92,0.905
"No",0.938,0.96
"No",0.96,0.949
"Yes",0.983,0.971
"No",0.9,0.919
"Yes",0.993,0.91
"No",0.932,0.977
"Yes",0.976,0.978
"No",0.938,0.955
"No",0.912,0.984
"Yes",0.963,0.959
"Yes",0.98,0.999
"No",0.956,0.99
"No",0.942,0.924
"No",0.946,0.939
"No",0.945,0.998
"Yes",0.97,0.985
"No",0.951,0.962
"Yes",0.968,0.935
"No",0.939,0.95
"No",0.931,0.942
"No",0.957,0.934
"Yes",1,0.919
"No",0.927,0.968
"No",0.903,0.997
"No",0.954,0.935
"Yes",0.961,0.901
"No",0.927,0.957
"Yes",0.992,0.953
"No",0.943,0.966
"Yes",1.001,0.992
"Yes",0.975,0.971
"No",0.941,0.951
"Yes",0.966,0.923
"No",0.901,0.984
"No",0.941,0.994
"Yes",0.961,0.918
"Yes",0.997,0.966
"Yes",0.961,0.993
"Yes",0.989,0.921
"No",0.921,0.972
"No",0.914,0.91
"No",0.943,0.916
"Yes",0.984,0.903
"Yes",0.969,0.959
"Yes",0.985,0.904
"No",0.946,0.976
"No",0.951,0.96
"Yes",0.965,0.997
"No",0.947,0.911
"No",0.949,0.922
"No",0.916,0.904
"No",0.94,0.968
"No",0.909,0.969
"Yes",0.965,0.986
"Yes",0.987,0.955
"Yes",0.975,0.927
"No",0.934,0.906
"Yes",0.961,0.913
"No",0.923,0.938
"No",0.928,0.921
"No",0.91,0.982
"Yes",0.971,0.988
"Yes",0.985,0.925
"Yes",0.962,0.999
"Yes",0.997,0.941
"No",0.912,0.986
"No",0.903,0.966
"Yes",0.991,0.928
"No",0.944,0.9
"Yes",0.978,0.976
"No",0.933,0.964
"Yes",0.993,0.91
"No",0.937,0.974
"No",0.913,0.982
"No",0.938,0.987
"Yes",0.996,0.95
"No",0.923,1.001
"Yes",0.994,0.952
"Yes",0.99,0.965
"Yes",0.978,0.971
"Yes",0.975,0.924
"No",0.902,0.995
"No",0.951,0.972
"No",0.907,0.909
"No",0.918,0.924
"Yes",0.996,0.999
"Yes",0.978,0.936
"No",0.943,0.978
"No",0.916,0.937
"Yes",0.978,0.932
"Yes",0.989,0.964
"Yes",0.981,0.915
"No",0.911,0.996
"No",0.938,0.979
"No",0.956,0.952
"No",0.942,0.907
"No",0.956,0.928
"Yes",0.962,0.936
"No",0.931,1
"Yes",0.962,0.937
"No",0.924,0.921
"Yes",0.978,0.987
"Yes",0.962,0.965
"No",0.918,0.949
"Yes",0.991,0.923
"No",0.911,0.984
"Yes",0.982,0.904
"No",0.915,0.92
"No",0.932,0.967
"Yes",0.997,0.964
"No",0.917,0.956
"No",0.948,0.995
"No",0.936,0.904
"No",0.94,0.997
"No",0.943,0.977
"Yes",1.001,0.978
"No",0.942,0.979
"Yes",0.975,0.971
"No",0.925,0.924
"Yes",0.974,0.912
"Yes",0.99,0.976
"Yes",0.963,0.982
"Yes",0.985,0.997
"No",0.928,0.994
"Yes",0.986,0.973
"No",0.927,0.962
"Yes",0.985,0.95
"Yes",0.979,0.954
"No",0.927,0.976
"Yes",0.968,0.932
"No",0.922,0.94
"No",0.9,0.976
"No",0.943,0.915
"No",0.919,0.983
"No",0.908,0.957
"No",0.923,0.982
"Yes",0.964,0.925
"Yes",0.985,0.915
"No",0.927,0.918
"Yes",0.989,0.935
"No",0.934,0.948
"No",0.943,0.919
"Yes",0.967,0.99
"No",0.934,0.966
"No",0.935,0.937
"No",0.944,0.994
"Yes",0.971,0.951
"Yes",0.98,0.996
"No",0.924,0.941
"No",0.928,0.982
"No",0.934,0.988
"No",0.931,0.907
"No",0.94,0.958
"No",0.931,0.919
"No",0.902,0.976
"Yes",0.981,0.979
"Yes",0.975,0.933
"Yes",0.99,0.909
"No",0.933,0.908
"No",0.935,0.995
"Yes",0.962,0.953
"No",0.958,0.981
"No",0.921,0.91
"No",0.915,0.97
"No",0.905,0.959
"No",0.951,0.905
"No",0.917,0.959
"Yes",0.978,0.975
"Yes",0.975,0.905
"No",0.907,0.91
"No",0.909,0.974
"No",0.919,0.995
"No",0.929,0.99
"Yes",0.988,0.919
"Yes",1,0.975
"Yes",0.996,0.97
"Yes",0.961,0.934
"Yes",0.995,0.996
"Yes",0.975,0.932
"Yes",0.964,0.927
"No",0.9,0.979
"No",0.911,0.969
"Yes",0.969,0.904
"Yes",0.984,0.914
"Yes",0.968,0.999
"Yes",0.999,1.001
"No",0.924,0.941
"Yes",0.967,0.946
"Yes",0.993,0.974
"Yes",0.993,0.937
"Yes",0.978,0.909
"No",0.904,0.976
"No",0.943,0.977
"No",0.921,0.913
"Yes",0.994,0.98
"Yes",0.996,0.921
"Yes",0.968,0.963
"Yes",0.969,0.918
"No",0.906,0.997
"Yes",0.972,0.974
"No",0.936,0.934
"No",0.934,0.928
"Yes",0.965,0.973
"Yes",0.963,0.932
"Yes",0.973,0.924
"No",0.926,0.999
"No",0.918,0.98
"No",0.909,0.95
"No",0.927,0.943
"No",0.915,0.95
"No",0.936,0.929
"Yes",0.994,0.963
"Yes",0.975,0.992
"No",0.902,0.985
"No",0.938,0.905
"No",0.944,0.922
"No",0.952,0.904
"No",0.951,0.917
"Yes",0.974,0.987
"No",0.927,0.986
"No",0.929,0.922
"No",0.94,0.927
"Yes",0.965,0.961
"No",0.916,0.949
"Yes",0.983,0.963
"Yes",0.997,0.99
"Yes",0.989,0.912
"No",0.944,0.949
"Yes",0.977,0.932
"No",0.914,0.919
"Yes",0.995,0.911
"No",0.945,0.934
"No",0.941,0.925
"Yes",0.986,0.994
"No",0.952,1
"No",0.915,0.993
"Yes",0.975,0.956
"No",0.923,0.935
"Yes",0.969,0.978
"No",0.926,0.993
"Yes",0.998,0.901
"No",0.942,0.973
"No",0.954,0.935
"Yes",0.962,0.977
"Yes",0.981,0.976
"Yes",0.973,0.901
"No",0.905,0.966
"No",0.933,0.922
"No",0.932,0.962
"Yes",0.987,0.91
"No",0.92,0.921
"No",0.904,0.991
"Yes",0.963,0.981
"No",0.929,0.907
"No",0.903,0.917
"No",0.925,0.992
"No",0.908,0.931
"No",0.937,0.925
"No",0.941,0.99
"No",0.91,0.909
"Yes",0.998,0.939
"Yes",0.967,0.973
"No",0.953,0.913
"No",0.957,0.988
"Yes",0.962,0.923
"No",0.936,0.949
"No",0.906,0.961
"No",0.902,0.936
"No",0.925,0.965
"No",0.929,0.907
"No",0.92,0.978
"Yes",0.995,0.972
"Yes",0.977,0.957
"Yes",0.994,0.984
"No",0.958,0.978
"Yes",0.99,0.977
"Yes",0.961,0.915
"No",0.935,0.927
"No",0.903,0.925
"No",0.958,0.914
"Yes",0.977,0.97
"Yes",0.97,0.956
"No",0.908,0.94
"No",0.929,0.936
"Yes",0.97,0.991
"No",0.949,0.911
"No",0.933,0.934
"No",0.955,0.97
"Yes",0.98,0.997
"No",0.906,0.92
"No",0.937,0.974
"No",0.932,0.942
"Yes",0.963,1
"No",0.956,0.911
"Yes",0.962,0.989
"No",0.924,0.999
"No",0.904,1
"No",0.932,0.946
"No",0.953,0.924
"No",0.909,0.963
"Yes",0.999,0.904
"Yes",0.967,0.934
"Yes",0.987,0.967
"No",0.948,0.999
"Yes",0.965,0.916
"No",0.912,0.965
"No",0.916,0.952
"No",0.951,0.919
"Yes",0.991,0.943
"No",0.944,0.98
"Yes",0.992,0.934
"No",0.955,0.918
"No",0.921,0.99
"No",0.909,0.919
"Yes",0.995,0.944
"Yes",0.999,0.943
"Yes",0.973,0.957
"Yes",0.997,0.991
"No",0.945,0.98
"Yes",0.994,0.982
"Yes",0.99,0.957
"Yes",0.998,0.967
"No",0.953,0.913
"No",0.946,0.908
"No",0.939,0.936
"No",0.927,0.907
"No",0.916,0.948
"Yes",0.995,0.945
"No",0.903,0.977
"Yes",0.973,0.961
"Yes",0.985,0.987
"Yes",0.977,0.909
"No",0.915,0.973
"No",0.937,0.948
"No",0.944,0.989
"Yes",0.996,0.977
"No",0.91,0.916
"No",0.92,0.998
"Yes",0.967,0.913
"Yes",0.973,0.907
"No",0.923,0.911
"No",0.96,0.944
"Yes",0.999,0.96
"Yes",0.979,0.942
"No",0.941,0.992
"Yes",0.97,0.946
"No",0.911,0.956
"No",0.929,0.962
"Yes",0.987,0.901
"Yes",0.989,0.974
"No",0.912,0.92
"No",0.951,0.902
"No",0.911,0.961
"No",0.953,0.956
"No",0.932,0.951
"No",0.938,0.963
"No",0.908,0.99
"No",0.938,0.913
"No",0.92,0.944
"Yes",0.996,0.96
"No",0.929,0.912
"Yes",0.985,0.948
"No",0.931,0.94
"No",0.924,0.941
"Yes",0.994,0.978
"No",0.949,0.93
"Yes",0.965,0.968
"No",0.925,0.992
"No",0.924,0.931
"Yes",0.971,0.992
"No",0.937,0.97
"Yes",0.971,0.952
"Yes",0.972,0.944
"No",0.949,0.906
"No",0.942,0.908
"Yes",0.991,0.902
"Yes",0.998,0.936
"Yes",0.982,0.931
"Yes",0.981,0.926
"No",0.916,0.958
"Yes",0.985,0.955
"Yes",0.979,0.977
"No",0.906,0.953
"No",0.945,0.919
"No",0.916,0.967
"No",0.911,0.963
"No",0.926,0.936
"No",0.923,0.927
"Yes",0.988,0.934
"No",0.948,0.947
"No",0.952,0.912
"No",0.944,0.981
"No",0.903,0.96
"Yes",0.984,0.951
"No",0.917,0.957
"Yes",0.965,0.972
"No",0.932,0.978
"No",0.925,0.978
"Yes",0.983,0.929
"No",0.929,0.981
"Yes",0.979,0.903
"No",0.958,0.934
"No",0.92,0.965
"Yes",0.995,0.97
"No",0.915,0.918
"Yes",0.966,0.926
"No",0.923,0.949
"No",0.92,0.918
"Yes",0.997,0.953
"No",0.935,0.967
"Yes",0.989,0.946
"No",0.946,0.927
"No",0.945,0.926
"No",0.921,0.936
"Yes",0.997,0.977
"No",0.915,0.916
"Yes",0.989,0.974
"No",0.948,0.926
"No",0.947,0.999
"Yes",0.99,0.987
"No",0.936,0.958
"No",0.937,0.913
"Yes",0.981,0.992
"No",0.935,0.949
"No",0.906,0.909
"No",0.902,0.915
"No",0.955,0.905
"No",0.917,0.903
"No",0.917,0.918
"No",0.947,0.937
"Yes",1,0.978
"Yes",1.001,0.987
"No",0.91,0.94
"Yes",0.985,0.989
"No",0.935,0.984
"No",0.924,0.968
