Purchased,Discount,DaytoTravel,NoOfPassange,TravelTime,DOW,TimeOfDay,FreFlyer,ReturnTicket
YES,23,16,2,7,Saturday,Evening,No,No
No,21,8,5,2,Friday,Afternoon,No,No
YES,22,10,4,6,Saturday,Evening,No,No
YES,25,18,3,10,Friday,Evening,No,No
YES,24,5,1,6,Friday,Afternoon,No,No
No,32,16,2,6,Friday,Evening,No,No
No,32,12,2,3,Thursday,Afternoon,No,No
YES,22,1,1,3,Friday,Afternoon,No,No
No,20,20,2,5,Wednesday,Forenoon,No,No
YES,22,5,1,2,Wednesday,Forenoon,No,No
YES,24,17,2,6,Wednesday,Forenoon,No,No
No,23,18,3,3,Friday,Evening,No,No
YES,26,16,2,9,Sunday,Overnight,No,Yes
YES,28,13,1,4,Wednesday,Morning,No,No
No,24,13,3,3,Saturday,Evening,No,No
YES,29,13,1,4,Monday,Early Morning,No,No
YES,23,14,4,5,Saturday,Evening,No,No
No,28,7,4,6,Saturday,Evening,No,No
No,35,8,2,4,Saturday,Evening,No,Yes
YES,31,10,4,7,Thursday,Afternoon,No,No
YES,34,10,5,3,Saturday,Evening,No,No
No,28,3,1,8,Saturday,Evening,No,Yes
YES,28,3,5,7,Friday,Afternoon,No,No
No,27,16,4,7,Thursday,Afternoon,No,No
No,39,14,5,1,Thursday,Forenoon,No,No
YES,31,10,1,6,Friday,Afternoon,No,No
No,24,19,5,1,Sunday,Overnight,No,Yes
YES,29,10,5,5,Saturday,Evening,No,No
YES,27,15,3,7,Sunday,Overnight,No,Yes
No,29,15,1,1,Friday,Evening,No,No
YES,24,12,3,6,Wednesday,Forenoon,No,No
No,24,9,5,2,Wednesday,Morning,No,No
YES,26,19,4,1,Monday,Early Morning,Yes,No
No,34,1,2,6,Wednesday,Forenoon,No,No
No,30,6,4,10,Sunday,Overnight,No,Yes
No,23,17,2,5,Wednesday,Forenoon,No,No
YES,27,14,3,3,Tuesday,Morning,No,No
No,34,17,2,5,Tuesday,Morning,No,No
YES,25,9,5,10,Sunday,Overnight,No,Yes
YES,23,12,4,6,Thursday,Afternoon,No,No
YES,22,6,0,3,Monday,Early Morning,Yes,No
YES,32,5,4,8,Sunday,Overnight,No,Yes
YES,21,11,3,6,Wednesday,Forenoon,No,No
YES,25,11,0,3,Tuesday,Early Morning,No,No
No,22,19,1,10,Sunday,Overnight,No,Yes
YES,29,8,4,6,Monday,Early Morning,No,No
YES,29,1,5,9,Saturday,Evening,No,Yes
YES,32,8,2,4,Wednesday,Forenoon,No,No
YES,25,4,2,3,Monday,Early Morning,No,No
YES,24,17,1,6,Monday,Early Morning,No,No
No,25,12,4,9,Thursday,Forenoon,No,No
YES,21,6,4,8,Monday,Early Morning,No,No
No,25,11,1,4,Tuesday,Morning,No,No
No,22,7,2,7,Thursday,Forenoon,No,No
YES,25,12,3,5,Thursday,Afternoon,No,No
No,31,2,2,3,Tuesday,Morning,No,No
No,21,9,3,8,Wednesday,Forenoon,No,No
YES,25,7,0,5,Monday,Early Morning,Yes,No
YES,42,11,4,2,Tuesday,Morning,No,No
YES,17,5,2,8,Saturday,Evening,No,No
YES,21,19,0,3,Sunday,Overnight,No,Yes
No,26,12,1,7,Friday,Afternoon,No,No
YES,15,4,1,7,Wednesday,Forenoon,No,No
YES,21,12,2,8,Monday,Early Morning,Yes,No
No,22,15,2,3,Wednesday,Morning,No,No
YES,18,15,2,9,Thursday,Afternoon,No,No
YES,17,3,3,1,Friday,Evening,No,No
YES,29,12,2,3,Sunday,Overnight,No,Yes
YES,22,7,3,2,Friday,Afternoon,No,No
No,24,9,2,9,Saturday,Evening,No,Yes
YES,24,9,1,7,Monday,Early Morning,Yes,No
No,18,18,3,9,Saturday,Evening,No,No
YES,20,19,2,6,Sunday,Overnight,No,Yes
YES,30,7,1,10,Saturday,Evening,No,No
No,29,14,3,2,Friday,Afternoon,No,No
No,28,5,2,7,Sunday,Overnight,No,Yes
YES,22,6,4,7,Monday,Early Morning,No,No
YES,26,17,0,2,Friday,Evening,No,No
No,18,2,0,8,Tuesday,Early Morning,No,No
YES,26,19,5,5,Thursday,Afternoon,No,No
YES,23,6,5,6,Friday,Evening,No,No
No,17,19,5,1,Tuesday,Morning,No,No
No,32,16,2,7,Saturday,Evening,No,No
YES,23,12,3,5,Friday,Afternoon,No,No
No,25,20,3,9,Wednesday,Morning,No,No
YES,18,2,5,5,Thursday,Afternoon,No,No
No,23,6,1,4,Friday,Evening,No,No
YES,29,5,4,9,Friday,Afternoon,No,No
YES,23,13,5,9,Friday,Afternoon,No,No
YES,26,10,4,3,Tuesday,Morning,No,No
YES,31,7,5,3,Wednesday,Forenoon,No,No
No,28,10,3,4,Friday,Afternoon,No,No
No,27,6,4,2,Tuesday,Morning,No,No
YES,24,9,4,8,Friday,Afternoon,No,No
No,29,7,4,9,Sunday,Overnight,No,Yes
YES,21,12,3,4,Thursday,Afternoon,No,No
No,26,14,3,6,Saturday,Evening,No,Yes
No,29,5,1,6,Wednesday,Forenoon,No,No
No,30,11,0,9,Sunday,Overnight,No,Yes
No,27,19,5,1,Friday,Afternoon,No,No
No,22,19,2,5,Wednesday,Forenoon,No,No
YES,26,7,4,2,Monday,Early Morning,No,No
YES,23,13,0,6,Monday,Early Morning,Yes,No
YES,29,10,3,8,Monday,Early Morning,No,No
YES,28,11,0,9,Sunday,Overnight,No,Yes
YES,31,6,3,6,Sunday,Overnight,No,Yes
YES,21,15,2,5,Saturday,Evening,No,No
YES,25,19,1,5,Monday,Early Morning,Yes,No
YES,30,10,4,7,Monday,Early Morning,Yes,No
No,21,3,3,8,Wednesday,Forenoon,No,No
YES,25,6,3,3,Thursday,Afternoon,No,No
YES,23,4,3,8,Tuesday,Morning,No,No
No,30,5,5,7,Tuesday,Morning,No,No
YES,27,15,0,9,Sunday,Overnight,No,Yes
YES,27,11,5,9,Monday,Early Morning,Yes,No
YES,28,14,5,3,Tuesday,Morning,No,No
YES,24,12,4,7,Saturday,Evening,No,No
YES,20,4,1,7,Friday,Afternoon,No,No
YES,24,15,2,8,Friday,Afternoon,No,No
YES,21,11,1,4,Sunday,Overnight,No,Yes
No,22,16,1,9,Sunday,Overnight,No,Yes
No,21,20,3,7,Saturday,Evening,No,No
No,26,10,3,6,Wednesday,Morning,No,No
No,27,12,2,6,Friday,Afternoon,No,No
YES,24,6,5,1,Friday,Afternoon,No,No
No,18,4,1,5,Tuesday,Morning,No,No
YES,22,10,2,3,Friday,Afternoon,No,No
YES,29,17,2,9,Friday,Evening,No,No
YES,26,6,0,4,Friday,Afternoon,No,No
YES,25,19,2,2,Wednesday,Forenoon,No,No
YES,32,16,4,4,Monday,Early Morning,No,No
YES,33,3,1,10,Monday,Early Morning,Yes,No
YES,30,11,4,9,Monday,Early Morning,Yes,No
YES,28,13,3,7,Monday,Early Morning,Yes,No
YES,29,5,3,10,Saturday,Evening,No,Yes
YES,29,17,5,3,Wednesday,Forenoon,No,No
YES,22,16,4,7,Friday,Afternoon,No,No
No,27,3,2,2,Wednesday,Morning,No,No
YES,26,11,4,2,Thursday,Forenoon,No,No
No,18,5,5,7,Saturday,Evening,No,No
YES,17,17,5,8,Monday,Early Morning,Yes,No
YES,24,13,3,6,Monday,Early Morning,No,No
YES,28,3,3,6,Saturday,Evening,No,No
No,24,6,2,9,Friday,Evening,No,No
YES,17,12,5,3,Sunday,Overnight,No,Yes
YES,24,3,1,9,Sunday,Overnight,No,Yes
No,25,5,4,4,Wednesday,Forenoon,No,No
YES,19,4,2,8,Saturday,Evening,No,No
YES,24,12,3,3,Tuesday,Morning,No,No
YES,20,13,5,2,Saturday,Evening,No,No
No,38,14,2,9,Tuesday,Morning,No,No
YES,26,10,2,3,Saturday,Evening,No,No
No,21,6,2,9,Sunday,Overnight,No,Yes
YES,25,13,4,2,Monday,Early Morning,No,No
No,26,19,2,3,Wednesday,Forenoon,No,No
No,17,8,3,7,Wednesday,Forenoon,No,No
YES,19,13,3,5,Sunday,Overnight,No,Yes
YES,27,5,1,9,Tuesday,Morning,No,No
YES,35,4,0,8,Thursday,Forenoon,No,No
No,22,13,1,2,Tuesday,Morning,No,No
YES,26,4,4,9,Thursday,Afternoon,No,No
No,20,9,3,4,Friday,Afternoon,No,No
YES,23,5,3,5,Sunday,Overnight,No,Yes
YES,25,18,1,6,Thursday,Afternoon,No,No
YES,23,19,5,8,Wednesday,Forenoon,No,No
YES,21,14,3,9,Tuesday,Morning,No,No
No,24,14,1,7,Thursday,Forenoon,No,No
No,27,7,2,8,Tuesday,Morning,No,No
No,27,6,2,3,Wednesday,Forenoon,No,No
No,23,14,2,10,Tuesday,Morning,No,No
YES,23,8,5,3,Tuesday,Morning,No,No
No,20,16,2,1,Sunday,Overnight,No,Yes
No,15,7,1,8,Wednesday,Forenoon,No,No
No,25,18,0,10,Friday,Afternoon,No,No
YES,20,20,4,2,Tuesday,Early Morning,No,No
No,22,11,3,3,Saturday,Evening,No,No
No,21,16,4,4,Saturday,Evening,No,No
YES,27,7,3,9,Sunday,Overnight,No,Yes
YES,18,11,5,7,Monday,Early Morning,Yes,No
No,19,9,0,7,Tuesday,Morning,No,No
No,30,17,1,4,Saturday,Evening,No,Yes
YES,25,13,5,1,Saturday,Evening,No,No
No,23,13,2,10,Tuesday,Morning,No,No
No,29,17,4,1,Wednesday,Forenoon,No,No
YES,31,16,3,8,Thursday,Forenoon,No,No
YES,20,3,0,2,Wednesday,Forenoon,No,No
YES,30,4,4,5,Tuesday,Early Morning,No,No
YES,25,8,2,6,Tuesday,Morning,No,No
No,23,19,4,10,Friday,Afternoon,No,No
YES,23,11,2,2,Saturday,Evening,No,No
YES,28,10,4,9,Friday,Afternoon,No,No
YES,19,11,2,1,Wednesday,Forenoon,No,No
YES,30,15,5,2,Thursday,Afternoon,No,No
YES,28,3,4,4,Wednesday,Forenoon,No,No
YES,28,3,3,7,Monday,Early Morning,Yes,No
YES,30,7,4,2,Friday,Evening,No,No
No,29,2,3,5,Wednesday,Forenoon,No,No
No,31,3,1,2,Sunday,Overnight,No,Yes
YES,22,5,2,1,Saturday,Evening,No,Yes
No,25,15,3,5,Saturday,Evening,No,No
YES,21,1,5,5,Thursday,Afternoon,No,No
YES,32,15,1,7,Saturday,Evening,No,No
YES,19,10,1,6,Monday,Early Morning,Yes,No
YES,28,2,4,2,Sunday,Overnight,No,Yes
YES,23,16,1,1,Monday,Early Morning,Yes,No
No,31,8,3,1,Saturday,Evening,No,Yes
YES,24,11,2,9,Sunday,Overnight,No,Yes
YES,21,4,3,7,Monday,Early Morning,No,No
No,12,19,4,6,Saturday,Evening,No,No
No,19,19,2,10,Thursday,Forenoon,No,No
YES,22,19,2,9,Wednesday,Forenoon,No,No
YES,26,5,3,7,Tuesday,Morning,No,No
No,21,4,0,3,Saturday,Evening,No,Yes
YES,34,13,0,8,Wednesday,Forenoon,No,No
YES,26,10,0,3,Monday,Early Morning,No,No
YES,22,10,4,4,Thursday,Afternoon,No,No
No,24,13,5,8,Friday,Afternoon,No,No
No,20,3,2,9,Saturday,Evening,No,No
YES,21,17,3,9,Tuesday,Morning,No,No
No,21,8,0,9,Sunday,Overnight,No,Yes
YES,24,18,4,4,Sunday,Overnight,No,Yes
YES,22,5,0,10,Tuesday,Early Morning,No,No
No,29,10,0,9,Tuesday,Morning,No,No
No,26,6,1,8,Friday,Afternoon,No,No
YES,27,6,4,2,Wednesday,Forenoon,No,No
YES,23,16,1,7,Thursday,Afternoon,No,No
YES,34,11,0,5,Sunday,Overnight,No,Yes
YES,23,5,2,3,Monday,Early Morning,Yes,No
YES,21,10,1,9,Tuesday,Morning,No,No
YES,29,3,5,3,Thursday,Afternoon,No,No
YES,17,10,4,1,Tuesday,Morning,No,No
YES,27,17,3,6,Tuesday,Morning,No,No
No,30,19,0,6,Thursday,Afternoon,No,No
YES,27,7,3,2,Saturday,Evening,No,No
No,27,17,0,4,Wednesday,Morning,No,No
YES,30,19,5,7,Friday,Afternoon,No,No
No,27,7,0,10,Wednesday,Forenoon,No,No
No,28,13,1,6,Thursday,Afternoon,No,No
YES,22,9,4,9,Monday,Early Morning,Yes,No
No,20,4,1,1,Friday,Afternoon,No,No
YES,29,12,2,9,Thursday,Afternoon,No,No
YES,26,12,1,9,Saturday,Evening,No,No
No,22,18,4,9,Tuesday,Morning,No,No
YES,30,13,4,6,Saturday,Evening,No,No
YES,34,3,4,4,Tuesday,Early Morning,No,No
No,29,13,4,9,Wednesday,Forenoon,No,No
YES,29,7,5,2,Wednesday,Forenoon,No,No
YES,23,4,2,9,Monday,Early Morning,Yes,No
YES,21,16,3,9,Friday,Afternoon,No,No
No,25,3,4,7,Wednesday,Forenoon,No,No
No,21,11,2,4,Tuesday,Early Morning,No,No
No,19,17,0,3,Sunday,Overnight,No,Yes
No,13,5,2,1,Sunday,Overnight,No,Yes
YES,23,14,1,10,Thursday,Afternoon,No,No
YES,27,16,4,6,Sunday,Overnight,No,Yes
YES,27,5,3,3,Thursday,Afternoon,No,No
No,27,12,3,5,Tuesday,Early Morning,No,No
YES,26,3,1,7,Thursday,Forenoon,No,No
YES,27,9,3,3,Saturday,Overnight,No,Yes
No,15,19,3,3,Wednesday,Forenoon,No,No
No,21,16,5,8,Friday,Evening,No,No
No,25,6,2,6,Saturday,Evening,No,No
YES,23,14,0,3,Monday,Early Morning,Yes,No
YES,20,7,1,1,Monday,Early Morning,Yes,No
YES,34,16,4,2,Sunday,Overnight,No,Yes
No,26,17,1,3,Friday,Evening,No,No
No,25,6,2,6,Wednesday,Forenoon,No,No
No,31,10,1,6,Tuesday,Morning,No,No
No,30,2,4,6,Wednesday,Forenoon,No,No
No,24,15,0,7,Saturday,Evening,No,Yes
YES,22,9,3,7,Friday,Afternoon,No,No
YES,23,19,3,8,Monday,Early Morning,No,No
No,24,11,3,2,Sunday,Overnight,No,Yes
YES,29,4,0,6,Wednesday,Forenoon,No,No
No,31,13,3,5,Tuesday,Morning,No,No
YES,21,19,0,5,Friday,Afternoon,No,No
YES,23,19,3,4,Wednesday,Morning,No,No
No,27,14,1,7,Saturday,Evening,No,No
YES,32,16,4,7,Saturday,Evening,No,No
YES,22,10,3,8,Saturday,Evening,No,No
No,32,10,1,9,Thursday,Afternoon,No,No
YES,26,19,4,1,Sunday,Overnight,No,Yes
YES,31,16,0,5,Sunday,Overnight,No,Yes
No,19,20,2,10,Friday,Evening,No,No
YES,26,7,0,7,Thursday,Afternoon,No,No
No,25,9,4,9,Sunday,Overnight,No,Yes
YES,35,19,1,2,Saturday,Evening,No,No
No,27,12,4,9,Friday,Afternoon,No,No
No,35,19,5,8,Wednesday,Morning,No,No
No,16,8,1,2,Saturday,Overnight,No,Yes
YES,31,5,4,4,Monday,Early Morning,Yes,No
YES,33,19,5,3,Saturday,Evening,No,No
No,30,2,5,7,Friday,Evening,No,No
No,25,10,4,2,Wednesday,Forenoon,No,No
No,18,17,3,7,Wednesday,Forenoon,No,No
YES,20,8,0,4,Saturday,Evening,No,No
No,16,12,3,8,Wednesday,Morning,No,No
No,20,12,0,3,Tuesday,Morning,No,No
YES,25,3,1,8,Monday,Early Morning,Yes,No
No,28,10,3,2,Tuesday,Morning,No,No
YES,29,14,1,8,Monday,Early Morning,No,No
No,32,16,2,6,Saturday,Evening,No,No
YES,22,4,3,4,Friday,Afternoon,No,No
YES,21,15,1,4,Wednesday,Forenoon,No,No
No,28,8,2,9,Thursday,Forenoon,No,No
YES,28,6,1,6,Saturday,Evening,No,No
YES,24,12,4,2,Sunday,Overnight,No,Yes
YES,31,15,2,1,Friday,Afternoon,No,No
YES,21,16,3,5,Monday,Early Morning,Yes,No
YES,19,12,1,8,Monday,Early Morning,Yes,No
No,19,12,4,10,Saturday,Evening,No,No
No,23,13,2,6,Wednesday,Morning,No,No
YES,27,10,4,5,Saturday,Evening,No,No
No,20,5,3,7,Saturday,Evening,No,No
YES,27,5,3,3,Thursday,Afternoon,No,No
YES,27,2,1,7,Monday,Early Morning,Yes,No
YES,29,17,2,5,Saturday,Evening,No,No
YES,43,6,2,8,Sunday,Overnight,No,Yes
YES,20,7,1,3,Friday,Afternoon,No,No
YES,26,2,4,1,Friday,Evening,No,No
YES,21,20,4,4,Monday,Early Morning,Yes,No
YES,29,11,1,2,Saturday,Evening,No,No
YES,22,10,2,4,Saturday,Evening,No,No
YES,27,9,4,6,Monday,Early Morning,No,No
YES,28,17,0,8,Sunday,Overnight,No,Yes
YES,29,17,1,6,Monday,Early Morning,Yes,No
YES,28,2,5,8,Tuesday,Morning,No,No
No,18,6,1,8,Friday,Afternoon,No,No
YES,23,11,4,2,Monday,Early Morning,Yes,No
No,23,4,5,8,Wednesday,Morning,No,No
No,27,18,3,5,Thursday,Afternoon,No,No
YES,29,5,1,1,Saturday,Evening,No,No
YES,17,13,3,8,Saturday,Evening,No,No
YES,33,19,4,5,Sunday,Overnight,No,Yes
No,20,11,3,2,Tuesday,Morning,No,No
YES,33,15,3,1,Monday,Early Morning,Yes,No
YES,30,12,2,10,Tuesday,Morning,No,No
YES,29,18,2,3,Thursday,Forenoon,No,No
YES,23,6,2,3,Saturday,Evening,No,No
No,26,20,1,3,Thursday,Afternoon,No,No
No,32,4,3,3,Friday,Afternoon,No,No
YES,22,15,4,3,Sunday,Overnight,No,Yes
No,26,9,2,2,Sunday,Overnight,No,Yes
YES,28,3,5,9,Saturday,Evening,No,No
No,32,2,3,8,Saturday,Evening,No,No
No,21,9,0,7,Saturday,Evening,No,Yes
YES,25,5,2,8,Monday,Early Morning,Yes,No
YES,21,12,4,7,Sunday,Overnight,No,Yes
YES,22,7,3,8,Friday,Afternoon,No,No
YES,32,6,2,7,Wednesday,Forenoon,No,No
No,29,6,3,4,Sunday,Overnight,No,Yes
YES,28,6,3,3,Monday,Early Morning,Yes,No
No,30,7,3,2,Monday,Early Morning,Yes,No
No,14,6,2,9,Sunday,Overnight,No,Yes
No,34,9,2,2,Tuesday,Early Morning,No,No
YES,19,11,5,4,Sunday,Overnight,No,Yes
YES,20,11,0,4,Monday,Early Morning,Yes,No
No,24,16,4,3,Thursday,Forenoon,No,No
YES,26,7,4,1,Thursday,Afternoon,No,No
YES,19,9,4,10,Thursday,Forenoon,No,No
YES,31,4,1,1,Sunday,Overnight,No,Yes
YES,24,14,3,6,Wednesday,Forenoon,No,No
YES,13,20,3,4,Monday,Early Morning,Yes,No
YES,19,7,1,3,Monday,Early Morning,Yes,No
No,18,13,4,4,Thursday,Afternoon,No,No
No,28,17,2,10,Thursday,Afternoon,No,No
YES,31,5,3,1,Saturday,Evening,No,No
YES,29,15,3,8,Thursday,Afternoon,No,No
YES,15,13,1,6,Tuesday,Morning,No,No
YES,27,6,3,2,Sunday,Overnight,No,Yes
YES,24,9,4,4,Thursday,Forenoon,No,No
YES,34,6,5,1,Thursday,Afternoon,No,No
YES,26,10,5,2,Thursday,Afternoon,No,No
No,24,8,4,8,Friday,Evening,No,No
YES,19,18,1,1,Friday,Afternoon,No,No
YES,22,12,3,7,Monday,Early Morning,No,No
YES,33,3,1,7,Friday,Afternoon,No,No
YES,29,5,3,8,Tuesday,Morning,No,No
YES,21,16,5,8,Thursday,Afternoon,No,No
YES,28,19,0,4,Saturday,Evening,No,No
No,26,2,0,5,Sunday,Overnight,No,Yes
YES,27,11,4,10,Wednesday,Forenoon,No,No
No,14,4,1,7,Thursday,Forenoon,No,No
YES,23,4,1,6,Tuesday,Early Morning,No,No
YES,21,9,3,4,Tuesday,Morning,No,No
No,28,8,3,8,Wednesday,Forenoon,No,No
YES,31,15,2,7,Friday,Afternoon,No,No
YES,33,16,2,5,Monday,Early Morning,Yes,No
YES,19,4,0,8,Friday,Afternoon,No,No
No,22,14,1,6,Sunday,Overnight,No,Yes
YES,24,15,2,6,Monday,Early Morning,No,No
No,23,16,0,4,Friday,Afternoon,No,No
YES,24,8,2,5,Saturday,Evening,No,No
YES,28,10,2,2,Monday,Early Morning,Yes,No
No,18,5,1,9,Thursday,Afternoon,No,No
No,28,8,1,9,Tuesday,Morning,No,No
YES,26,2,2,9,Sunday,Overnight,No,Yes
YES,25,12,2,2,Friday,Afternoon,No,No
YES,28,16,4,5,Tuesday,Morning,No,No
No,19,9,0,10,Sunday,Overnight,No,Yes
YES,32,6,3,5,Friday,Evening,No,No
No,17,13,2,9,Saturday,Evening,No,Yes
YES,26,14,4,6,Tuesday,Morning,No,No
No,18,9,1,2,Friday,Evening,No,No
YES,27,15,2,8,Thursday,Afternoon,No,No
No,19,5,4,7,Wednesday,Forenoon,No,No
YES,30,8,4,9,Monday,Early Morning,Yes,No
No,24,6,4,7,Saturday,Evening,No,Yes
YES,17,17,3,7,Saturday,Evening,No,No
YES,19,10,2,8,Monday,Early Morning,Yes,No
No,22,5,4,7,Thursday,Forenoon,No,No
No,28,13,2,3,Tuesday,Morning,No,No
No,23,6,2,6,Wednesday,Forenoon,No,No
No,26,3,3,7,Tuesday,Morning,No,No
No,28,2,2,4,Wednesday,Morning,No,No
No,22,11,3,8,Tuesday,Morning,No,No
YES,19,15,1,8,Tuesday,Early Morning,No,No
No,27,12,4,5,Wednesday,Forenoon,No,No
No,35,12,4,6,Wednesday,Forenoon,No,No
YES,32,17,1,10,Wednesday,Morning,No,No
YES,28,15,3,5,Friday,Afternoon,No,No
No,30,11,3,10,Wednesday,Forenoon,No,No
YES,20,9,1,4,Tuesday,Morning,No,No
YES,29,14,2,4,Tuesday,Early Morning,No,No
No,23,11,2,6,Thursday,Afternoon,No,No
YES,26,15,3,2,Saturday,Evening,No,No
YES,28,18,3,5,Monday,Early Morning,No,No
No,20,5,5,1,Wednesday,Morning,No,No
No,34,19,0,9,Wednesday,Forenoon,No,No
YES,14,19,3,4,Friday,Afternoon,No,No
No,33,2,2,2,Friday,Afternoon,No,No
No,27,15,4,9,Sunday,Overnight,No,Yes
YES,20,3,3,4,Sunday,Overnight,No,Yes
No,25,9,0,1,Saturday,Evening,No,No
No,25,8,1,4,Sunday,Overnight,No,Yes
No,29,11,0,5,Thursday,Afternoon,No,No
No,30,4,3,5,Tuesday,Morning,No,No
YES,35,3,2,4,Sunday,Overnight,No,Yes
YES,23,4,1,4,Sunday,Overnight,No,Yes
YES,27,10,3,2,Sunday,Overnight,No,Yes
No,31,17,5,6,Saturday,Evening,No,Yes
YES,29,9,4,9,Saturday,Evening,No,No
No,30,13,1,6,Saturday,Evening,No,Yes
No,29,19,0,3,Sunday,Overnight,No,Yes
No,31,4,3,10,Tuesday,Morning,No,No
No,24,16,0,3,Wednesday,Morning,No,No
No,24,5,2,8,Saturday,Evening,No,No
No,19,13,1,7,Sunday,Overnight,No,Yes
No,24,19,1,9,Tuesday,Morning,No,No
YES,26,10,0,10,Thursday,Afternoon,No,No
YES,21,2,4,3,Monday,Early Morning,Yes,No
No,31,11,4,1,Wednesday,Forenoon,No,No
YES,18,16,2,8,Tuesday,Morning,No,No
YES,18,7,2,6,Monday,Early Morning,No,No
YES,24,13,3,10,Thursday,Afternoon,No,No
YES,32,2,3,9,Sunday,Overnight,No,Yes
No,19,18,1,8,Tuesday,Morning,No,No
YES,20,15,4,9,Monday,Early Morning,Yes,No
YES,25,9,1,4,Saturday,Evening,No,No
YES,27,12,5,5,Thursday,Afternoon,No,No
YES,27,6,2,8,Thursday,Afternoon,No,No
YES,21,17,0,9,Saturday,Evening,No,No
No,36,7,1,3,Wednesday,Forenoon,No,No
No,27,4,1,6,Tuesday,Morning,No,No
YES,29,13,3,7,Thursday,Afternoon,No,No
No,26,12,4,6,Tuesday,Morning,No,No
YES,36,13,0,7,Tuesday,Morning,No,No
No,32,4,2,8,Friday,Afternoon,No,No
YES,28,13,3,2,Friday,Evening,No,No
YES,25,2,3,9,Saturday,Evening,No,No
YES,24,12,2,5,Thursday,Forenoon,No,No
No,25,18,0,2,Tuesday,Morning,No,No
YES,28,19,0,1,Friday,Evening,No,No
YES,32,11,4,4,Thursday,Afternoon,No,No
No,29,10,3,10,Sunday,Overnight,No,Yes
YES,26,10,3,8,Friday,Afternoon,No,No
YES,23,17,3,6,Friday,Afternoon,No,No
YES,18,2,4,4,Wednesday,Forenoon,No,No
YES,25,6,1,3,Wednesday,Morning,No,No
YES,26,17,4,6,Monday,Early Morning,Yes,No
YES,19,17,3,4,Sunday,Overnight,No,Yes
YES,16,4,4,10,Sunday,Overnight,No,Yes
YES,23,17,5,7,Monday,Early Morning,Yes,No
No,28,16,5,7,Tuesday,Morning,No,No
YES,25,2,0,4,Monday,Early Morning,Yes,No
No,18,18,2,4,Sunday,Overnight,No,Yes
No,28,14,1,2,Wednesday,Morning,No,No
No,20,12,2,3,Tuesday,Morning,No,No
No,21,13,1,9,Saturday,Evening,No,No
No,28,1,0,4,Saturday,Evening,No,No
No,27,2,2,5,Saturday,Evening,No,No
YES,24,16,0,2,Tuesday,Morning,No,No
YES,21,10,1,9,Thursday,Afternoon,No,No
YES,25,10,3,3,Wednesday,Forenoon,No,No
YES,27,9,5,5,Tuesday,Morning,No,No
No,13,16,3,5,Sunday,Overnight,No,Yes
YES,23,8,3,1,Friday,Afternoon,No,No
No,17,14,1,10,Wednesday,Forenoon,No,No
YES,26,6,5,10,Thursday,Afternoon,No,No
YES,21,3,3,1,Wednesday,Forenoon,No,No
YES,32,11,4,8,Sunday,Overnight,No,Yes
No,23,19,0,2,Tuesday,Early Morning,No,No
No,27,15,4,2,Sunday,Overnight,No,Yes
No,18,2,5,3,Friday,Afternoon,No,No
YES,24,11,0,7,Sunday,Overnight,No,Yes
No,21,11,3,9,Tuesday,Morning,No,No
YES,19,7,1,5,Saturday,Overnight,No,Yes
No,24,14,1,4,Friday,Afternoon,No,No
No,20,16,5,1,Tuesday,Morning,No,No
YES,33,6,1,8,Friday,Afternoon,No,No
No,26,11,2,7,Wednesday,Forenoon,No,No
YES,21,19,2,8,Monday,Early Morning,No,No
YES,27,13,4,2,Thursday,Afternoon,No,No
YES,19,5,1,5,Sunday,Overnight,No,Yes
YES,26,11,2,7,Monday,Early Morning,Yes,No
YES,21,1,1,4,Monday,Early Morning,Yes,No
YES,30,19,0,6,Monday,Early Morning,Yes,No
No,34,5,4,7,Tuesday,Morning,No,No
YES,16,1,4,10,Friday,Afternoon,No,No
YES,26,7,3,2,Thursday,Forenoon,No,No
YES,24,10,2,6,Saturday,Evening,No,Yes
No,23,9,3,1,Friday,Evening,No,No
YES,24,14,1,4,Saturday,Evening,No,No
YES,17,10,4,7,Friday,Afternoon,No,No
YES,30,12,5,4,Wednesday,Forenoon,No,No
YES,26,10,2,7,Monday,Early Morning,Yes,No
YES,17,7,4,9,Thursday,Afternoon,No,No
YES,31,8,2,4,Monday,Early Morning,No,No
No,30,15,4,6,Thursday,Forenoon,No,No
YES,20,6,1,10,Thursday,Afternoon,No,No
YES,31,20,4,6,Saturday,Evening,No,No
YES,24,16,4,1,Wednesday,Forenoon,No,No
No,17,16,3,2,Wednesday,Forenoon,No,No
YES,26,16,2,2,Saturday,Evening,No,Yes
YES,17,14,2,4,Sunday,Overnight,No,Yes
No,31,7,1,9,Friday,Evening,No,No
YES,25,17,0,8,Saturday,Evening,No,No
YES,21,17,3,9,Friday,Afternoon,No,No
No,30,9,4,8,Tuesday,Morning,No,No
YES,24,16,4,9,Tuesday,Morning,No,No
YES,22,11,5,6,Thursday,Forenoon,No,No
YES,22,9,3,4,Sunday,Overnight,No,Yes
YES,19,18,1,5,Monday,Early Morning,Yes,No
No,23,2,4,4,Sunday,Overnight,No,Yes
No,28,2,4,4,Saturday,Evening,No,No
YES,24,5,4,6,Friday,Afternoon,No,No
No,27,12,4,9,Saturday,Evening,No,Yes
YES,24,17,4,6,Monday,Early Morning,Yes,No
YES,31,16,4,9,Sunday,Overnight,No,Yes
No,19,11,3,8,Thursday,Afternoon,No,No
